Tree,Canker,DateInfected,Site,Height,Plot,TRT,Area,2012Code,CODE2012,2012Rating,CODE2011,2011Rating,CODE2010,2010Rating,CODE2009,2009Rating,Rating2008,CODE2007,Rating07Canker,CODE2006,Rating06,CODE2005,2005TrtPlot,Tree05Trt,Canker05Trt,Rating05Canker,CODE2004,Tree04Trt,Canker04Trt,Rating04Canker,Tree03Trt,Canker03Trt,Rating03Canker,2002RatingCanker
361,21,4-Jun,Bock.,77,5,1,2,0,,,,,,,ns,,,ns,,ns,,22,1,,,,22,1,0,3,,,,
361,22,5-May,Bock.,4,5,1,2,0,,,,,,,ns,,,ns,,22,4,22,1,1,0,4,,,,,,,,
361,A1,7-May,Bock.,7,5,1,2,0,,,,,,,22,2,4,ns,,,,,,,,,,,,,,,,
361,A2,7-May,Bock.,11,5,1,2,0,,,,,,,ns,,4,ns,,,,,,,,,,,,,,,,
361,A3,7-May,Bock.,12,5,1,2,0,,,,,,,ns,,2,ns,,,,,,,,,,,,,,,,
361,B1,8-Jun,Bock.,3.5,5,1,2,0,,,,,,,22,4,3,,,,,,,,,,,,,,,,,
361,C1,8-Jun,Bock.,0.1,5,1,2,0,,,,,,,22,1,2,,,,,,,,,,,,,,,,,
361,D1,8-Jun,Bock.,0.1,5,1,2,0,,,,,,,22,3,2,,,,,,,,,,,,,,,,,
362,1,May-00,Bock.,2,5,0,2,0,,,,,,,ns,,,,,,,23,1,,,,23,0,,,,,,3
362,2,May-00,Bock.,5,5,0,2,0,,,,,,,ns,,,,,,,23,1,,,,23,0,,,,,,3
362,3,1-May,Bock.,8,5,0,2,0,,,,,,,ns,,,,,,,23,1,,,,23,0,,,,,,3
362,4,1-May,Bock.,12,5,0,2,0,,,,,,,ns,,,,,,,23,1,,,,23,0,,,,,,3
362,5,1-May,Bock.,14,5,0,2,0,,,,,,,ns,,,,,,,23,1,,,,23,0,,,,,,3
363,1,1-May,Bock.,2.5,5,1,2,0,,,,,,,ns,,,,,22,2,22,1,,,,22,1,0,4,1,0,4,3
363,2,1-May,Bock.,13,5,1,2,0,,,,,,,ns,,,,,,,22,1,,,,22,1,,,,,3,3
363,3,2-May,Bock.,8,5,1,2,0,,,,,,,ns,,,,,,,22,1,,,,22,1,,,,0,3,2
363,4,3-May,Bock.,20,5,1,2,0,,,,,,,ns,,,,,,,22,1,,,,22,1,,,,,,
363,5,3-May,Bock.,25,5,1,2,0,,,,,,,ns,,,,,,,22,1,,,,22,1,,,,,,
364,1,May-00,Bock.,1,5,1,2,0,,,,,,,ns,,,22,1,ns,,22,1,1,0,3,22,1,,,0,0,3,2
364,2,May-00,Bock.,2,5,1,2,0,,,,,,,ns,,,22,1,ns,,22,1,,,,22,1,,,,0,4,2
364,3,2-May,Bock.,30,5,1,2,0,,,,,,,ns,,,ns,,ns,,22,1,,,,22,1,,,,,,
364,4,2-May,Bock.,40,5,1,2,0,,,,,,,ns,,,ns,,ns,,22,1,,,,22,1,,,,,,
364,A1,5-May,Bock.,2,5,1,2,0,,,,,,,ns,,4,23,1,23,3,23,1,0,0,3,,,,,,,,
364,A2,7-May,Bock.,5,5,1,2,0,,,,,,,ns,,4,23,1,,,,,,,,,,,,,,,
364,A3,8-Jun,Bock.,18,5,1,2,0,,,,,,,ns,,4,,,,,,,,,,,,,,,,,
364,B1,9-Jun,Bock.,2,5,1,2,0,,,,,23,,,,,,,,,,,,,,,,,,,,,
364,B2,10-Jun,Bock.,3,5,1,2,0,,,,,23,,,,,,,,,,,,,,,,,,,,,
364,C,9-Jun,Bock.,,5,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
365,1,May-00,Bock.,10,5,0,2,0,,,,,,,ns,,,,,23,4,23,1,,,,23,0,0,,0,0,4,3
365,A,,Bock.,,5,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
378,1,May-00,Rhyme,2,8,2,2,0,,,,,,,ns,,,,,,,26,2,,,,26,,,,2,,,4
378,2,1-May,Rhyme,4,8,2,2,0,,,,,,,ns,,,,,,,26,2,,,,26,2,,,,,,4
378,A1,5-May,Rhyme,6,8,2,2,0,,,,,,,ns,,,,,24,4,25,2,1,0,,26,0,0,,2,,,
378,A2,8-May,Rhyme,0.25,8,2,2,0,,,,,,,ns,,,,,,,,,,,,,,,,,,,
378,B1,12-Jun,Rhyme,3,8,2,2,0,,4,,,,,,,,,,,,,,,,,,,,,,,,
379,2,1-May,Rhyme,25,8,0,2,0,,,,,,,ns,2,,ns,,ns,,26,2,,,,26,0,,,,,,4
379,4,5-May,Rhyme,7,8,0,2,0,,,,,,1,26,1,,26,2,ns,,26,2,0,0,4,,,,,,,,
379,5,5-May,Rhyme,3,8,0,2,0,,,26,2,,2,26,,,26,1,ns,,26,2,0,0,2,,,,,,,,
379,6,9-Jun,Rhyme,12,8,0,2,0,,,,,,,26,2,,,,,,,,,,,,,,,,,,
379,7,9-Jun,Rhyme,15,8,0,2,0,,,,,,,26,2,,,,,,,,,,,,,,,,,,
379,B1,6-May,Rhyme,4,8,0,2,0,,,,,,4,26,4,,,,26,2,,,,,,,,,,,,,
381,1,May-00,Rhyme,2.5,8,0,2,0,,,,,,,ns,,,,,,,26,2,,,,26,2,,,2,0,4,4
381,2,1-May,Rhyme,3,8,0,2,0,,,,,,,ns,,,,,,,26,2,,,,26,2,,,,,,4
381,3,1-May,Rhyme,6,8,0,2,0,,,,,,,ns,,,,,,,26,2,,,,26,2,,,,0,4,3
381,A1,9-Jun,Rhyme,3,8,0,2,0,,,,,,,26,3,,,,,,26,2,,,,,,,,,,,
381,B1,7-May,Rhyme,1,8,0,2,0,,,,,,,26,3,,26,2,,,,,,,,,,,,,,,
383,1,May-00,Rhyme,20,8,2,2,0,,,,,,,24,1,,ns,,ns,,25,2,,,,25,2,,,2,,,
383,2,1-May,Rhyme,30,8,2,2,0,,,,,,,24,2,,ns,,ns,,25,2,,,,25,2,,,,,,
383,5,9-Jun,Rhyme,12,8,2,2,0,,,,,,,23,2,,,,,,,,,,,,,,,,,,
383,A,,Rhyme,,8,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
383,B,,Rhyme,,8,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
384,2,5-May,Rhyme,3,8,2,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,
384,3,5-May,Rhyme,8,8,2,2,0,,,,,,,24,1,,24,2,24,3,24,2,2,2,4,,,,,,,,
384,4,6-May,Rhyme,10,8,2,2,0,,,,,,,24,1,,ns,,25,4,,,,,,,,,,,,,
384,A1,7-May,Rhyme,6,8,2,2,0,,,,,,,26,,,26,3,,,,,,,,,,,,,,,
384,B1,7-May,Rhyme,2,8,2,2,0,,,,,,,26,,,26,2,,,,,,,,,,,,,,,
384,C1,10-Jun,Rhyme,5,8,2,2,0,,,,,23,2,,,,,,,,,,,,,,,,,,,,
384,C2,10-Jun,Rhyme,6,8,2,2,0,,,,,23,2,,,,,,,,,,,,,,,,,,,,
396,1,May-00,Rhyme,10,8,0,2,0,,,,,,,ns,,,,,,,26,2,,,,26,0,,,,,,4
397,1,May-00,Rhyme,35,8,2,2,0,,,,,,,ns,,,ns,,ns,,24,2,,,,24,2,,,2,2,3,
397,3,1-May,Rhyme,0.5,8,2,2,0,,,,,,,ns,,,ns,,ns,,24,2,,,,24,2,2,2,,,,4
397,4,1-May,Rhyme,25,8,2,2,0,,,,,,,ns,,,ns,,ns,,24,2,,,,24,2,,,,2,3,
397,5,1-May,Rhyme,21,8,2,2,0,,,,,,,ns,,,ns,,ns,,24,2,,,,24,2,,,,2,3,
397,6,2-May,Rhyme,3,8,2,2,0,,,,,,,ns,,,ns,,ns,,24,2,,,,24,2,2,1,,2,3,4
397,7,2-May,Rhyme,6,8,2,2,0,,,,,,,ns,,,ns,,ns,,24,2,,,,24,2,2,1,,2,3,4
397,8,2-May,Rhyme,7,8,2,2,0,,,,,,,ns,,,ns,,ns,,24,2,,,,24,2,,,,,,4
397,9,4-Jun,Rhyme,1,8,2,2,0,,,,,,,ns,,,ns,,ns,,24,2,,,,24,2,2,4,,,,
397,10,4-Jun,Rhyme,4,8,2,2,0,,,,,,,ns,,,ns,,ns,,24,2,,,,24,2,2,4,,,,
400,1,1-May,Rhyme,0.25,8,0,2,0,,,,,,,ns,,,ns,,,,26,2,,,,26,,,,,,,4
404,1,May-00,Rhyme,20,8,0,2,0,,,,,,,ns,,,ns,,ns,,26,2,,,,26,0,,,0,,,
404,2,3-May,Rhyme,4,8,0,2,0,,,,,,,ns,,,26,4,26,4,26,2,0,0,4,26,0,0,2,,0,4,
404,3,3-May,Rhyme,15,8,0,2,0,,,,,,,ns,,,ns,,ns,,26,2,,,,26,0,,,,0,3,
404,4,3-Sep,Rhyme,6,8,0,2,0,,,,,,,ns,,,26,4,ns,,26,2,,,,26,0,0,3,,0,4,
404,5,4-Jun,Rhyme,3.5,8,0,2,0,,,,,,,ns,,,26,4,ns,,26,2,,,,26,0,0,3,,,,
404,A1,10-Jun,Rhyme,0.25,8,0,2,0,,,26,4,23,3,,,,,,,,,,,,,,,,,,,,
404,A2,10-Jun,Rhyme,5.5,8,0,2,0,,,,,23,2,,,,,,,,,,,,,,,,,,,,
416,1,May-00,Rhyme,6,7,0,2,0,,,,,,,ns,,,,,,,23,1,,,,23,,,,,,,4
423,1,May-00,Rhyme,25,1,2,2,0,,4,,,,,ns,,2,ns,,ns,,25,2,2,3,,25,2,0,3,2,2,3,
423,2,2-May,Rhyme,0.25,1,2,2,0,,4,24,,,,24,,,24,1,24,3,24,2,2,2,2,24,2,,3,,2,3,4
423,3,3-Sep,Rhyme,32,1,2,2,0,,4,,,,,ns,,,ns,,ns,,25,2,2,3,,25,2,0,4,,2,4,
423,4,3-Sep,Rhyme,36,1,2,2,0,,4,,,,,ns,,,ns,,ns,,25,2,2,3,,25,2,0,4,,2,4,
423,5,4-Jun,Rhyme,4.5,1,2,2,0,,4,,,,,24,,2,24,3,24,4,24,2,2,2,4,24,2,2,4,,,,
423,6,4-Jun,Rhyme,8,1,2,2,0,,4,,,,,24,,3,24,3,24,3,24,2,2,2,4,24,,,,,,,
436,1,May-00,Rhyme,25,1,0,2,0,,,,,,,,,,26,4,,,26,2,,,4,26,0,,,0,,,
436,2,4-Jun,Rhyme,10,1,0,2,0,,,,,,,,,1,26,,,,26,2,,,,26,0,0,4,,,,
436,3,5-May,Rhyme,6.5,1,0,2,0,,,,,,,,,1,ns,,,,26,2,0,0,4,26,,,,,,,
436,A1,10-Jun,Rhyme,4,1,0,2,0,,,,,13,,,,,,,,,,,,,,,,,,,,,
442,1,May-00,Bock.,3,6,2,1,0,,,,,,,ns,,,,,,,16,2,,,,16,2,,,,,,4
442,2,1-May,Bock.,8,6,2,1,0,,,,,,,ns,,,,,,,16,2,,,,16,2,,,,,,4
442,3,1-May,Bock.,18,6,2,1,0,,,,,,,ns,,,,,,,16,2,,,,16,2,,,,,,4
442,4,1-May,Bock.,20,6,2,1,0,,,,,,,ns,,,,,,,16,2,,,,16,2,,,,,,
442,5,1-May,Bock.,22,6,2,1,0,,,,,,,ns,,,,,,,16,2,,,,16,2,,,,,,
442,6,1-May,Bock.,32,6,2,1,0,,,,,,,ns,,,,,,,16,2,,,,16,2,,,,,,
442,7,1-May,Bock.,35,6,2,1,0,,,,,,,ns,,,,,,,16,2,,,,16,2,,,,,,
442,8,1-May,Bock.,37,6,2,1,0,,,,,,,ns,,,,,,,16,2,,,,16,2,,,,,,
442,9,1-May,Bock.,40,6,2,1,0,,,,,,,ns,,,,,,,16,2,,,,16,2,,,,,,
442,10,2-May,Bock.,9,6,2,1,0,,,,,,,ns,,,,,,,16,2,,,,16,2,,,,,,4
442,11,2-May,Bock.,8,6,2,1,0,,,,,,,ns,,,,,,,16,2,,,,16,2,,,,,,4
445,1,May-00,Bock.,3,6,2,1,0,,,,,,,ns,,,,,,,16,2,,,,16,2,,,,,,3
445,2,3-May,Bock.,20,6,2,1,0,,,,,,,ns,,,,,,,16,2,,,,16,2,,,,,,
445,B,,Bock.,,6,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,
446,1,May-00,Bock.,0.5,6,0,1,0,,,,,,,ns,,,,,,,16,2,0,0,4,16,0,0,3,,,,4
446,2,1-May,Bock.,10,6,0,1,0,,,,,,,ns,,,,,,,16,2,,,,16,0,0,3,,,,3
446,3,1-May,Bock.,2,6,0,1,0,,,,,,,ns,,,,,,,16,2,,,,16,0,,,,,,3
446,4,2-May,Bock.,8.5,6,0,1,0,,,,,,,ns,,,,,,,16,2,,,,16,0,0,3,,,,4
446,5,4-Jun,Bock.,6,6,0,1,0,,,,,,,ns,,,,,,,16,2,0,0,1,16,0,0,3,,,,
446,6,5-May,Bock.,2,6,0,1,0,,,,,,,ns,,,,,,,16,2,0,0,4,,,,,,,,
446,A1,9-Jun,Bock.,0.5,6,0,1,0,,,,,,,16,,,,,,,,,,,,,,,,,,,
446,C1,10-Jun,Bock.,1.5,6,0,1,0,,,,,26,2,,,,,,,,,,,,,,,,,,,,
449,1,May-00,Bock.,1,6,0,1,0,,,,,,,ns,,,,,,,16,2,,,,16,2,,,,,,
450,1,May-00,Bock.,2 to 7',6,2,1,0,,,,,,,ns,,,,,,,16,2,,,,16,2,,,,,,4
450,2,1-May,Bock.,14,6,2,1,0,,,,,,,ns,,,,,,,16,2,,,,16,2,,,,,,4
450,3,1-May,Bock.,16,6,2,1,0,,,,,,,ns,,,,,,,16,2,,,,16,2,,,,,,4
450,4,1-May,Bock.,30,6,2,1,0,,,,,,,ns,,,,,,,16,2,,,,16,2,,,,,,4
450,5,2-May,Bock.,35,6,2,1,0,,,,,,,ns,,,,,,,16,2,,,,16,2,,,,,,3
451,1,May-00,Bock.,1,6,2,1,0,,,,,,,ns,,,14,2,14,1,14,2,2,2,2,14,2,2,3,,,,3
451,2,May-00,Bock.,10,6,2,1,0,,,,,,,ns,,,ns,,ns,,15,2,,,,15,2,,,,,,
451,3,1-May,Bock.,20,6,2,1,0,,,,,,,ns,,,ns,,ns,,14,2,,,,14,2,2,3,,,,
451,4,1-May,Bock.,25,6,2,1,0,,,,,,,ns,,,ns,,ns,,14,2,,,,14,2,2,3,,,,
451,5,1-May,Bock.,30,6,2,1,0,,,,,,,ns,,,ns,,ns,,14,2,,,,14,2,2,3,,,,
451,6,1-May,Bock.,45,6,2,1,0,,,,,,,ns,,,ns,,ns,,14,2,,,,14,2,2,3,,,,
451,7,1-May,Bock.,50,6,2,1,0,,,,,,,ns,,,ns,,ns,,14,2,,,,14,2,,,,,,
451,8,2-May,Bock.,7,6,2,1,0,,,,,,,ns,,,ns,,14,3,15,2,,,,15,2,,,,,,3
451,9,4-Jun,Bock.,35,6,2,1,0,,,,,,,ns,,,ns,,ns,,14,2,,,,14,2,2,4,,,,
451,10,4-Jun,Bock.,6,6,2,1,0,,,,,,,ns,,,ns,,14,2,15,2,2,2,4,15,2,2,4,,,,
451,11,4-Jun,Bock.,2,6,2,1,0,,,,,,,ns,,,ns,,14,1,14,2,2,2,2,14,2,2,,,,,
451,12,4-Jun,Bock.,3,6,2,1,0,,,,,,,ns,,,ns,,14,3,15,2,2,2,3,15,2,2,,,,,
451,A1,1-May,Bock.,10,6,2,1,0,,,,,,,ns,,,14,3,ns,,14,2,,,,14,2,,3,,,,4
451,A10,4-Jun,Bock.,10,6,2,1,0,,,,,,,ns,,,ns,,ns,,14,2,,,,14,2,2,3,,,,
451,A2,3-May,Bock.,15,6,2,1,0,,,,,,,ns,,,ns,,ns,,14,2,,,,14,2,,2,,,,
451,A3,4-Jun,Bock.,50,6,2,1,0,,,,,,,ns,,,ns,,ns,,14,2,,,,14,2,2,3,,,,
451,A4,4-Jun,Bock.,46,6,2,1,0,,,,,,,ns,,,ns,,ns,,14,2,,,,14,2,2,3,,,,
451,A5,4-Jun,Bock.,43,6,2,1,0,,,,,,,ns,,,ns,,ns,,14,2,,,,14,2,2,3,,,,
451,A6,4-Jun,Bock.,40,6,2,1,0,,,,,,,ns,,,ns,,ns,,14,2,,,,14,2,2,3,,,,
451,A8,4-Jun,Bock.,4,6,2,1,0,,,,,,,ns,,,ns,,14,3,14,2,2,2,4,14,2,2,3,,,,
451,A9,4-Jun,Bock.,4,6,2,1,0,,,,,,,ns,,,ns,,14,3,14,2,2,2,4,14,2,2,3,,,,
452,1,May-00,Bock.,5,6,0,1,0,,,,,,,ns,,,,,,,16,2,,,,16,0,,,,,,4
452,2,1-May,Bock.,11,6,0,1,0,,,,,,,ns,,,,,,,16,2,,,,16,0,,,,,,4
452,3,1-May,Bock.,,6,0,1,0,,,,,,,ns,,,,,,,16,2,,,,16,0,,,,,,
452,4,1-May,Bock.,18,6,0,1,0,,,,,,,ns,,,,,,,16,2,,,,16,0,,,,,,
452,5,2-May,Bock.,4,6,0,1,0,,,,,,,ns,,,,,,,16,2,,,,16,0,,,,,,3
452,6,2-May,Bock.,3,6,0,1,0,,,,,,,ns,,,,,,,16,2,,,,16,0,,,,,,4
452,7,3-May,Bock.,25,6,0,1,0,,,,,,,ns,,,,,,,16,2,,,,16,0,,,,,,
453,1,May-00,Bock.,30,6,2,1,0,,,,,,,ns,,,,,ns,,14,2,2,2,,14,2,2,4,,,,4
453,2,1-May,Bock.,38,6,2,1,0,,,,,,,ns,,,,,ns,,15,2,,,,15,2,,,,,,4
453,3,1-May,Bock.,40,6,2,1,0,,,,,,,ns,,,,,ns,,15,2,,,,15,2,,,,,,
453,4,2-May,Bock.,42,6,2,1,0,,,,,,,ns,,,,,ns,,15,2,,,,15,2,,,,,,4
453,5,4-Jun,Bock.,18,6,2,1,0,,,,,,,ns,,,,,ns,,14,2,2,2,,14,2,2,2,,,,
453,6,4-Jun,Bock.,12,6,2,1,0,,,,,,,ns,,,,,ns,,14,2,2,2,,14,2,2,3,,,,
453,A1,5-May,Bock.,0.25,6,2,1,0,,,14,,,,ns,,,,,ns,,14,2,2,2,2,,,,,,,,
453,A2,5-May,Bock.,5,6,2,1,0,,,,,,,ns,,,,,ns,,14,2,2,2,2,,,,,,,,
453,B1,7-May,Bock.,0.25,6,2,1,0,,,,,,,ns,,,16,,,,,,,,,,,,,,,,
453,B2,7-May,Bock.,1,6,2,1,0,,,,,,,ns,,,16,,,,,,,,,,,,,,,,
453,C1,9-Jun,Bock.,1,6,2,1,0,,,,,,,16,3,,,,,,,,,,,,,,,,,,
507,1,May-00,Rhyme,2,9,2,3,0,,2,,,,,ns,,,34,1,34,3,34,2,2,2,3,34,2,2,3,2,2,3,4
507,2,1-May,Rhyme,1,9,2,3,0,,,,,,,ns,,,ns,,34,4,34,2,2,2,3,34,2,2,3,,2,4,4
507,4,3-May,Rhyme,25,9,2,3,0,,,,,,,ns,,,ns,,ns,,34,2,,,,34,2,2,3,,2,3,
507,5,3-May,Rhyme,35,9,2,3,0,,,,,,,ns,,,ns,,ns,,34,2,,,,34,2,2,4,,2,3,
507,6,3-Sep,Rhyme,15,9,2,3,0,,,,,,,ns,,,ns,,ns,,34,2,,,,34,2,2,3,,2,2,
507,7,3-Sep,Rhyme,6,9,2,3,0,,,,,,,ns,,,ns,,34,3,34,2,2,2,3,34,2,2,3,,2,3,
507,A1,7-May,Rhyme,3,9,2,3,0,,,,,,,34,3,,36,4,,,,,,,,,,,,,,,
507,A2,9-Jun,Rhyme,1,9,2,3,0,,,,,,,34,2,,,,,,,,,,,,,,,,,,
507,B1,8-Jun,Rhyme,0.25,9,2,3,0,,,,,,,34,2,,,,,,,,,,,,,,,,,,
507,B2,8-Jun,Rhyme,4,9,2,3,0,,,,,,,34,3,,,,,,,,,,,,,,,,,,
507,B3,9-Jun,Rhyme,2,9,2,3,0,,,,,,,35,2,,,,,,,,,,,,,,,,,,
510,1,May-00,Rhyme,2,9,0,3,0,,,,,,,ns,,,,,,,36,2,,,,36,0,,,,,,4
510,2,May-00,Rhyme,4,9,0,3,0,,,,,,,ns,,,,,,,36,2,,,,36,0,,,,,,4
510,A2,10-Jun,Rhyme,2.5,9,0,3,0,,3,,,36,4,,,,,,,,,,,,,,,,,,,,
513,1,May-00,Rhyme,1,9,2,3,0,,,,,,,ns,,,,,,,34,2,2,2,2,34,2,2,2,2,0,3,4
513,2,1-May,Rhyme,7,9,2,3,0,,,,,,,ns,,,,,,,34,2,2,2,3,34,2,2,2,,0,3,4
513,3,1-May,Rhyme,4.5,9,2,3,0,,,,,,,ns,,,,,,,34,2,2,2,2,34,2,2,3,,0,,4
513,4,1-May,Rhyme,2,9,2,3,0,,,,,,,ns,,,,,,,34,2,,,,34,2,2,1,,0,,4
513,5,1-May,Rhyme,1,9,2,3,0,,,,,,,ns,,,,,,,34,2,2,2,3,34,2,2,1,,0,3,4
513,6,1-May,Rhyme,0.25,9,2,3,0,,,,,,,ns,,,,,,,34,2,,,,34,2,2,1,,0,,4
513,7,3-May,Rhyme,9,9,2,3,0,,,,,,,ns,,,,,,,34,2,2,2,2,34,2,,,,0,,
513,8,3-May,Rhyme,25,9,2,3,0,,,,,,,ns,,,,,,,34,2,,,,34,2,,,,2,4,
513,9,3-Sep,Rhyme,28,9,2,3,0,,,,,,,ns,,,,,,,34,2,,,,34,2,,,,2,3,
513,10,3-Sep,Rhyme,33,9,2,3,0,,,,,,,ns,,,,,,,34,2,,,,34,2,,,,2,4,
513,11,3-Sep,Rhyme,40,9,2,3,0,,,,,,,ns,,,,,,,34,2,,,,34,2,,,,2,1,
513,12,3-Sep,Rhyme,45,9,2,3,0,,,,,,,ns,,,,,,,34,2,,,,34,2,,,,2,3,
513,13,3-Sep,Rhyme,55,9,2,3,0,,,,,,,ns,,,,,,,34,2,,,,34,2,,,,2,3,
513,14,3-Sep,Rhyme,50,9,2,3,0,,,,,,,ns,,,,,,,34,2,,,,34,2,,,,2,3,
513,15,3-Sep,Rhyme,22,9,2,3,0,,,,,,,ns,,,,,,,34,2,,,,34,2,,,,2,4,
515,1,May-00,Rhyme,3,9,2,3,0,,,,,,,ns,,,,,,,36,2,,,,36,2,,,,,,4
515,2,May-00,Rhyme,5,9,2,3,0,,,,,,,ns,,,,,,,36,2,,,,36,2,,,,,,4
515,A1,2-May,Rhyme,1.5,9,2,3,0,,,,,,,ns,,,,,,,36,2,,,,36,0,,,,,,3
520,2,2-May,Rhyme,4,9,0,3,0,,,,,,,ns,,,34,4,34,3,34,2,0,0,4,36,0,0,2,,,,4
520,3,3-May,Rhyme,1,9,0,3,0,,,,,,,ns,,,34,4,34,2,34,2,0,0,4,36,0,0,1,,,,
520,4,4-Jun,Rhyme,2,9,0,3,0,,,,,,,ns,,,34,4,34,1,35,2,,,,36,0,0,2,,,,
520,5,4-Jun,Rhyme,3,9,0,3,0,,,,,,,ns,,,34,4,34,3,35,2,,,,36,0,0,3,,,,
520,6,4-Jun,Rhyme,6,9,0,3,0,,,,,,,ns,,,34,4,34,,35,2,,,,36,0,0,3,,,,
520,7,4-Jun,Rhyme,60,9,0,3,0,,,,,,,ns,,,ns,,ns,,35,2,,,,36,0,0,3,,,,
520,8,4-Jun,Rhyme,20,9,0,3,0,,,,,,,ns,,,ns,,ns,,35,2,,,,36,0,0,2,,,,
520,9,4-Jun,Rhyme,58,9,0,3,0,,,,,,,ns,,,ns,,ns,,35,2,,,,36,0,0,3,,,,
520,10,4-Jun,Rhyme,17,9,0,3,0,,,,,,,ns,,,ns,,ns,,35,2,,,,36,0,0,4,,,,
520,11,4-Jun,Rhyme,54,9,0,3,0,,,,,,,ns,,,ns,,ns,,35,2,,,,36,0,0,3,,,,
520,12,4-Jun,Rhyme,22,9,0,3,0,,,,,,,ns,,,ns,,ns,,35,2,,,,36,0,0,4,,,,
520,13,4-Jun,Rhyme,56,9,0,3,0,,,,,,,ns,,,ns,,ns,,35,2,,,,36,0,0,3,,,,
520,14,4-Jun,Rhyme,54,9,0,3,0,,,,,,,ns,,,ns,,ns,,35,2,,,,36,0,0,3,,,,
520,15,4-Jun,Rhyme,47,9,0,3,0,,,,,,,ns,,,ns,,ns,,35,2,,,,36,0,0,3,,,,
520,16,5-May,Rhyme,7,9,0,3,0,,,,,,,ns,,,34,4,34,3,34,2,0,0,4,,,,,,,,
520,17,6-May,Rhyme,5.5,9,0,3,0,,,,,,,ns,,,34,4,36,3,,,,,,,,,,,,,
520,18,6-May,Rhyme,1,9,0,3,0,,,,,,,ns,,,34,4,36,3,,,,,,,,,,,,,
520,A1,10-Jun,Rhyme,1,9,0,3,0,,,,,36,2,,,,,,,,,,,,,,,,,,,,
521,1,May-00,Rhyme,1,8,2,2,0,,,22,3,,,24,1,,,,,,26,2,,,,26,2,,,2,,,4
521,2,1-May,Rhyme,4,8,2,2,0,,,22,3,,,24,4,,,,,,26,2,,,,26,2,,,,,,4
521,3,10-Jun,Rhyme,7,8,2,2,0,,,22,4,22,4,,,,,,,,,,,,,,,,,,,,
521,A1,2-May,Rhyme,4,8,2,2,0,,,,,,,ns,,,,,,,24,2,2,2,2,24,2,2,3,2,2,2,3
521,B1,6-May,Rhyme,0.25,8,2,2,0,,,,,,,ns,,,24,1,25,4,,,,,,,,,,,,,
521,B2,8-May,Rhyme,3,8,2,2,0,,,,,,,ns,,,,,,,,,,,,,,,,,,,
521,D,,Rhyme,,8,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
521,E1,12-Jun,Rhyme,3,8,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,
530,1,May-00,Bock.,8,4,1,1,0,,2,12,,,,12,1,,12,2,12,1,12,1,1,0,1,12,1,0,,,,,3
530,3,3-May,Bock.,10,4,1,1,0,,,,,,,ns,,,ns,,12,1,12,1,1,0,1,12,1,0,,,,,
530,4,3-May,Bock.,20,4,1,1,0,,,,,,,ns,,,ns,,ns,,12,1,,,,12,1,,,,,,
538,1,1-May,Rhyme,5,10,1,3,0,,,32,,32,,32,2,,32,4,32,2,32,1,1,0,3,32,1,0,2,1,0,3,4
538,2,3-Sep,Rhyme,6.5,10,1,3,0,,,32,,,,ns,,,ns,,ns,,32,1,1,0,4,32,1,0,4,1,0,4,
538,3,4-Jun,Rhyme,18,10,1,3,0,,,,,,,ns,,,ns,,ns,,32,1,,,,32,1,,4,,,,
538,4,4-Jun,Rhyme,20,10,1,3,0,,,,,,,ns,,,ns,,ns,,32,1,,,,32,1,,,,,,
538,5,7-May,Rhyme,3.5,10,1,3,0,,,32,,,,32,2,,32,4,,,,,,,,,,,,,,,
541,2,3-Sep,Rhyme,0.25,11,0,3,0,,,,,,,ns,,,ns,,36,2,36,2,,,,36,0,0,3,,0,4,
541,3,3-Sep,Rhyme,6,11,0,3,0,,,,,,,ns,,,36,2,36,3,36,2,0,0,4,36,0,0,2,,0,4,
541,4,3-Sep,Rhyme,8,11,0,3,0,,,,,,,ns,,,ns,,36,3,36,2,0,0,4,36,0,0,2,,0,4,
541,5,3-Sep,Rhyme,5,11,0,3,0,,,,,,,ns,,,36,,36,3,36,2,0,0,4,36,0,0,2,,0,4,
541,6,3-Sep,Rhyme,10,11,0,3,0,,,,,,,ns,,,36,2,36,3,36,2,0,0,4,36,0,,,,0,4,
541,7,5-May,Rhyme,0.25,11,0,3,0,,,,,,,ns,,,ns,,36,2,36,2,0,0,4,,,,,,,,
541,8,5-May,Rhyme,9,11,0,3,0,,,,,,,ns,,,ns,,36,3,36,2,0,0,4,,,,,,,,
541,9,9-Jun,Rhyme,6,11,0,3,0,,,,,,,36,,,ns,,36,3,,,,,,,,,,,,,
541,A1,10-Jun,Rhyme,2.5,11,0,3,0,,,36,4,36,4,,,,,,,,,,,,,,,,,,,,
541,A2,10-Jun,Rhyme,4,11,0,3,0,,,,,36,4,,,,,,,,,,,,,,,,,,,,
541,B1,11-Jun,Rhyme,3,11,0,3,0,,,36,4,,,,,,,,,,,,,,,,,,,,,,
