Plot,Tree,2002Rating,2002DBH,2003Rating,2003DBH ,2004Rating,2004DBH,2005Rating,2005DBH,2007Rating,2007DBH,2008Rating,2008DBH,2009Rating,2009DBH,2010Rating,2010DBH,2011Rating,2011DBH,2013Rating,2013DBH,2014Rating,2014DBH
11,2435,5,9.9,5,10.2,5,10.5,3,10.9,4,13.3,3,14,3,15.6,3,16.1,3,17.8,2,17.9,2,17.8
11,2436,5,23.4,5,24.2,5,25.2,2,25.3,2,25.5,3,25.8,3,26,3,26,3,25.8,1,1.3,1,1.3
11,2440,5,10.6,5,10.9,5,11.4,5,11.7,2,13,2,0.5,2,0.4,2,0.3,2,-1,1,-1,2,55
11,2441,5,5.5,5,5.5,5,4.9,4,3.5,3,3.5,2,4.5,2,2.6,3,3,3,4.4,2,1.7,2,0.5
11,2591,5,8.9,5,9.5,3,9.6,3,9.8,2,10.2,2,9.7,1,2.2,3,2.2,3,2.8,0,,,
11,2592,5,3.3,5,3.5,5,3.4,5,4.4,1,3.5,1,3.8,2,3.8,2,3.6,2,2.2,2,-1,2,-1
11,2593,5,17,5,17.7,3,18.3,3,18.9,2,20,3,20,3,20,3,22.2,2,20,2,1.3,2,0.8
11,4005,5,5.8,5,6.4,5,6.7,3,7,2,9,2,7.8,2,7.8,3,2.4,2,0.9,1,-1,1,-1
11,4006,5,3.8,5,4,5,4.5,2,4.4,2,4.6,0,,0,,0,,0,,0,,,
11,5037,5,0.4,5,0.6,5,0.7,5,1,2,1.5,3,1.7,1,0.7,2,0.9,1,1.1,1,1.3,1,1.5
12,553,2,36.8,2,37.6,3,37.9,2,36.5,3,39,3,38.1,3,38.3,3,38,3,37.1,3,4.3,2,1.8
12,2337,5,14.5,5,15.4,5,16,2,17.9,2,18,3,18.3,3,18.4,3,18.7,3,18.4,2,4.8,2,4.3
12,2338,5,10.2,5,10.6,5,11,4,11.4,4,15,3,12.5,3,12.3,3,0.9,2,-1,0,,,
12,2339,5,6.1,5,6.2,2,6.3,5,6.3,1,7,1,7.3,3,7.8,2,0.3,2,0.4,2,0.2,2,0.5
12,2340,5,5.1,5,5.1,5,5.1,2,1.8,2,2.5,1,0.5,1,2,2,0.7,2,1.6,3,2.9,2,-1
12,2341,5,32.3,5,32.9,5,33.7,3,34.2,3,35.5,3,35.1,3,35.3,3,36,3,35.7,2,0.9,2,0.4
12,2342,5,5.1,5,5.1,2,5.2,3,5.2,3,6,3,2,3,3,3,5.2,3,5.3,2,1.9,2,2.6
12,2343,5,10.7,5,11,5,11.6,4,12.2,3,12.5,3,13.2,3,13.2,3,13.1,3,13.3,2,5.4,3,5.8
12,2344,4,7.4,5,7.7,5,8.2,5,8.5,2,10.5,3,10.9,3,10.7,3,0.4,3,0.8,2,0.5,2,0.8
12,2349,5,6.9,5,6.7,5,6.8,4,6.9,2,7,2,1.9,1,1,3,1.5,2,2.6,1,3.4,2,3.9
12,2505,5,13.7,5,14.1,5,14.3,4,14.8,4,16.5,3,17.1,3,17.5,3,18,2,17.9,2,2.2,2,1.5
12,2506,5,5.8,5,6.1,5,6.2,4,6.3,2,2,3,6.2,3,6.3,3,4.4,3,4.7,1,1.9,1,2.6
12,2507,5,9.5,5,9.8,5,9.9,5,10.1,1,11,3,11.5,3,11.9,3,11.5,2,1.8,2,3,2,3
12,2508,5,4.8,5,4.9,5,5.3,4,5.4,3,7,3,2.3,3,2.5,3,2.5,2,3.1,1,0.9,2,1.6
12,2517,5,7.6,5,8,5,8.3,4,8.5,4,9.5,3,9.4,3,9.5,3,10.5,2,5.4,3,6.5,2,6.2
12,2518,5,8.4,5,8.7,5,8.9,4,9.1,1,10,2,10.2,3,10.5,2,10.3,3,10.4,2,2.2,2,2.2
12,2519,5,15.6,5,15.8,3,16,4,16.2,2,16.5,3,16.5,3,16.5,3,2.5,2,3.3,2,4.1,2,3.4
12,2520,5,6.7,5,6.8,5,6.9,2,0.5,1,1,2,1.8,2,2.3,2,3.2,4,4.2,2,4.8,2,4.7
12,2521,5,37.8,5,38.4,2,38.8,2,39,2,39.5,3,39.5,3,39.2,3,40.4,3,39.8,3,3.3,2,3.5
12,2522,5,42.9,5,43.9,3,44,3,44.4,3,45.5,3,44.7,3,44.9,3,46.5,3,45.2,2,3.1,2,3.6
12,2523,5,11.2,5,11.6,5,11.9,4,12.1,3,12.5,2,1.8,2,12.2,3,1.4,2,1.6,2,0.5,2,-1
12,2524,5,8.9,5,9.6,5,9.9,4,10,4,10.5,3,10.7,2,1,3,0.3,2,1,1,-1,2,0.2
12,2525,5,0.3,5,0.2,5,0.5,1,0.7,1,1,2,0.4,1,-1,2,-1,2,-1,0,,0,
12,2529,4,39.1,3,40.5,2,31.5,3,41.7,3,42,3,42,3,41.8,3,0.6,2,0.9,1,-1,2,-1
12,2530,5,8.1,5,8.5,5,8.7,2,8.8,2,2.5,3,1.3,2,0.5,2,0.3,2,1.1,1,1,2,0.2
12,2532,5,6,5,6.1,5,6.5,5,6.5,2,7,3,6.9,1,1,2,1.4,2,2.1,2,2,2,1.8
12,2533,3,29.5,2,30.2,2,30.3,2,30.3,2,1.5,3,18.4,3,18.2,3,0.7,2,1,1,-1,2,-1
12,2534,5,51.3,5,52.9,3,53.6,3,53.5,1,-1,1,0.5,2,1,2,0.4,2,-1,0,,,
12,2538,5,12.7,5,13.1,5,11.3,3,13.7,3,14,3,14.5,3,14.9,3,15.1,2,15.3,1,0.3,2,1
12,2539,5,9.4,5,9.9,5,10.5,4,11.4,4,14,3,14.3,3,14.4,3,14.6,3,14.7,2,1.4,2,2.1
12,2540,5,7.4,5,7.5,5,7.7,4,7.8,2,8,3,8.2,3,8.2,3,2.1,2,3.2,1,1.7,2,3.4
12,4075,5,3.5,5,3.5,5,3.6,4,3.8,4,4,3,4.3,3,4.5,3,5,3,5.2,2,1.2,2,1.5
12,4127,5,2.5,5,2.7,5,2.8,5,3,1,,1,3.6,2,3.5,2,3.4,2,1.3,,,1,-1
12,4128,5,7.1,5,7.5,5,7.8,5,8.2,3,9,2,9,2,9,2,2.1,,,2,1.6,2,2.1
12,5031,5,0.3,5,0.3,5,0.5,5,0.5,1,0.5,2,0.5,2,1.2,2,1.2,,,,,,
12,5032,5,1.4,5,1.5,,,5,1.4,1,2,1,1.6,1,2.1,2,2.9,2,0.7,2,-1,2,0.8
12,5033,5,0.8,5,0.9,5,1,5,1.1,1,1.5,1,1.5,1,1.8,2,1.8,,,1,-1,,
12,5035,5,1.8,5,1.9,,,2,2,2,-1,1,-1,1,0.4,2,0.9,2,1.1,2,0.3,2,0.6
